40,20,0.048576415,0.039097156,0.034912556,0.036771778,0.029149236
40,25,0.049353026,0.036342096,0.03899739,0.02825475,0.02931126
40,30,0.050386146,0.037918903,0.031623293,0.031431586,0.024942031
40,35,0.04985495,0.038663514,0.030804249,0.031225573,0.023818258
40,40,0.055425573,0.039636977,0.03827914,0.02953209,0.032622732
40,45,0.05360279,0.036254834,0.032657277,0.03739221,0.026740182
40,50,0.06360028,0.03708386,0.03179079,0.027971804,0.026335565
40,55,0.050852828,0.03881514,0.035454124,0.02702499,0.02536647
40,60,0.05310139,0.039606534,0.03090249,0.045131065,0.029351754
60,40,0.053148143,0.03891333,0.034042314,0.033634894,0.031587727
60,45,0.051123235,0.039137103,0.035788894,0.034291316,0.025295157
60,50,0.058317076,0.041253358,0.048056953,0.04028336,0.028833563
60,55,0.051538,0.039212763,0.030822046,0.029421456,0.025242746
60,60,0.049643375,0.037501153,0.032896403,0.029958911,0.039193746
60,65,0.05399073,0.041712653,0.031014716,0.040013205,0.026332477
60,70,0.04920713,0.044894002,0.03806598,0.031353932,0.024332032
60,75,0.049593903,0.039627183,0.039322887,0.02866593,0.028061926
60,80,0.051916625,0.04105489,0.03196931,0.03155082,0.026140437
80,60,0.052053005,0.038680077,0.031160144,0.029883076,0.029058505
80,65,0.053290114,0.043462537,0.039038938,0.02887886,0.02532083
80,70,0.051063817,0.03673328,0.031329542,0.03254648,0.028300699
80,75,0.07019443,0.03781542,0.03265919,0.027020209,0.029332202
80,80,0.049243167,0.038711507,0.032845296,0.02970805,0.025258552
80,85,0.05273684,0.044715907,0.0317253,0.033534285,0.024153536
80,90,0.05274104,0.06116213,0.033368852,0.045888897,0.041517805
80,95,0.05666272,0.045160394,0.029456586,0.03078825,0.032929
80,100,0.047742262,0.037665613,0.029773725,0.029923756,0.029642783
100,80,0.05348971,0.035917833,0.0371744,0.033179197,0.023949238
100,85,0.06770641,0.04141554,0.032814693,0.032016076,0.029658636
100,90,0.05189695,0.041438196,0.034851138,0.027581835,0.02574505
100,95,0.058676112,0.036108147,0.036697667,0.035102036,0.034694925
100,100,0.047924664,0.035912354,0.038838446,0.027661353,0.025474077
100,105,0.05005262,0.04099046,0.03163979,0.026612824,0.026339458
100,110,0.04916072,0.037512787,0.032076105,0.03671119,0.0216069
100,115,0.055405907,0.04415527,0.035574175,0.028249493,0.029133197
100,120,0.056709435,0.03926404,0.034349512,0.031382494,0.023716517
