0.10615735,0.11730389,0.11034187,0.120107956,0.12320774
0.10566547,0.10994523,0.107701965,0.103439316,0.1273796
0.048163187,0.04697581,0.0481679,0.05104769,0.04752155
0.051049206,0.05184885,0.05257718,0.054791015,0.050606925
0.16564672,0.16433348,0.077384755,0.068113826,0.055507183
0.060690515,0.06996627,0.0687644,0.06752181,0.064503245
0.09935094,0.09557992,0.112770386,0.120397806,0.14025116
0.051182464,0.048379518,0.054948565,0.054882985,0.051440626
0.06389126,0.06804973,0.06676451,0.06647266,0.072460294
0.69800067,0.65718377,0.78482133,0.29181436,0.052067615
